    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1250         22727     0.0383   1.873E+01   1.4000   0.3621   1.442E-17   3.31454481E+00   7.01965907E+00
    1255       22818.9     0.0495   1.878E+01   1.4000   0.3728   1.550E-17   3.31238612E+00   7.01623595E+00
    1260       22911.9     0.0382   1.848E+01   1.4000   0.3823   1.770E-17   3.30998316E+00   7.01099878E+00
    1265       23003.1     0.0381   1.805E+01   1.4000   0.3577   1.602E-17   3.30753825E+00   7.00746150E+00
    1270       23094.2     0.0382   5.809E+00   0.4591   0.1101   2.084E-17   3.30511368E+00   7.01630828E+00
    1275       23170.5     0.0489   1.614E+01   1.3160   0.4000   1.844E-17   3.30309284E+00   7.02373128E+00
    1280       23253.1     0.0382   1.643E+01   1.3448   0.4000   1.871E-17   3.30089803E+00   7.03440453E+00
    1285       23329.3     0.0385   1.673E+01   1.3869   0.4000   1.836E-17   3.29885715E+00   7.05079290E+00
    1290         23400     0.0385   1.260E+01   1.0370   0.4000   2.045E-17   3.29695716E+00   7.06345424E+00
    1295       23470.3     0.0504   1.640E+01   1.3407   0.4000   1.921E-17   3.29507733E+00   7.07127374E+00
    1300       23548.9     0.0389   1.684E+01   1.3703   0.4000   1.638E-17   3.29299161E+00   7.07928476E+00
    1305       23629.3     0.0386   1.434E+01   1.2150   0.4000   1.687E-17   3.29087215E+00   7.08801272E+00
    1310         23700     0.0386   1.545E+01   1.3051   0.4000   2.222E-17   3.28902998E+00   7.10115216E+00
    1315       23779.2     0.0504   1.563E+01   1.4000   0.3121   2.274E-17   3.28697067E+00   7.12338683E+00
    1320       23857.2     0.0392   1.533E+01   1.4000   0.3720   2.083E-17   3.28491297E+00   7.14357695E+00
    1325       23932.4     0.0395   1.532E+01   1.4000   0.3957   1.931E-17   3.28289335E+00   7.15726520E+00
    1330         24000     0.0395   1.358E+01   1.2890   0.4000   2.025E-17   3.28107830E+00   7.16388353E+00
    1335       24064.6     0.0520   1.318E+01   1.2671   0.4000   1.930E-17   3.27934818E+00   7.16280758E+00
    1340       24132.4     0.0399   1.460E+01   1.4000   0.3850   2.003E-17   3.27752981E+00   7.15562341E+00
    1345       24205.6     0.0397   1.441E+01   1.4000   0.3422   2.220E-17   3.27555099E+00   7.14942271E+00
    1350       24278.1     0.0394   1.417E+01   1.4000   0.3605   2.212E-17   3.27357977E+00   7.14626126E+00
    1355       24341.8     0.0515   1.425E+01   1.4000   0.3963   2.187E-17   3.27188133E+00   7.13578769E+00
    1360       24412.8     0.0404   1.343E+01   1.1970   0.4000   2.038E-17   3.27010048E+00   7.11254493E+00
    1365       24484.2     0.0407   1.385E+01   1.2121   0.4000   1.978E-17   3.26848039E+00   7.08520491E+00
    1370       24554.8     0.0404   1.404E+01   1.1926   0.4000   1.935E-17   3.26699484E+00   7.06062140E+00
    1375       24614.2     0.0522   1.447E+01   1.1989   0.4000   1.689E-17   3.26577970E+00   7.04413264E+00
    1380         24688     0.0394   1.707E+01   1.4000   0.3842   1.809E-17   3.26429058E+00   7.03275361E+00
    1385       24766.6     0.0391   1.711E+01   1.4000   0.3873   2.313E-17   3.26271073E+00   7.02719424E+00
    1390       24842.7     0.0395   1.224E+01   0.9686   0.4000   1.784E-17   3.26119409E+00   7.01895936E+00
    1395         24900     0.0400   1.410E+01   1.1018   0.4000   1.904E-17   3.26008997E+00   7.01185474E+00
    1400         24970     0.0516   1.371E+01   1.0549   0.4000   2.108E-17   3.25880630E+00   7.00809014E+00
    1405         25041     0.0389   1.303E+01   1.1163   0.4000   2.053E-17   3.25755521E+00   7.00606536E+00
    1410         25112     0.0388   1.494E+01   1.3560   0.4000   1.960E-17   3.25632688E+00   6.99879323E+00
    1415       25186.5     0.0389   1.349E+01   1.2623   0.3226   2.244E-17   3.25504212E+00   6.99319730E+00
    1420       25257.7     0.1014   1.394E+01   1.4000   0.3052   1.906E-17   3.25378871E+00   6.99225903E+00
    1425       25326.4     0.0399   1.377E+01   1.4000   0.3000   2.117E-17   3.25250854E+00   6.98673578E+00
    1430       25394.6     0.0400   1.406E+01   1.4000   0.2958   2.051E-17   3.25114156E+00   6.97807466E+00
    1435       25465.4     0.0397   1.454E+01   1.4000   0.3316   1.961E-17   3.24961495E+00   6.97239784E+00
    1440       25529.7     0.0512   1.350E+01   1.2905   0.4000   1.996E-17   3.24812904E+00   6.96991836E+00
    1445       25600.6     0.0391   1.432E+01   1.4000   0.3159   2.198E-17   3.24637770E+00   6.96638579E+00
    1450       25671.3     0.0391   1.403E+01   1.4000   0.3250   1.719E-17   3.24452856E+00   6.96216493E+00
    1455       25741.6     0.0392   1.408E+01   1.4000   0.3062   2.090E-17   3.24261808E+00   6.95898108E+00
    1460         25800     0.0423   1.440E+01   1.4000   0.3271   1.742E-17   3.24099338E+00   6.95335587E+00
    1465       25871.6     0.0568   1.450E+01   1.4000   0.3576   1.898E-17   3.23899145E+00   6.94105418E+00
    1470       25943.5     0.0401   1.437E+01   1.4000   0.3599   1.944E-17   3.23698707E+00   6.92761681E+00
    1475       26014.9     0.0399   1.457E+01   1.4000   0.3915   1.852E-17   3.23494612E+00   6.91099750E+00
    1480       26088.3     0.0399   1.170E+01   1.0844   0.2961   1.821E-17   3.23266520E+00   6.88651001E+00
    1485         26161     0.0536   1.491E+01   1.4000   0.3692   1.801E-17   3.23016374E+00   6.85836528E+00
    1490       26236.1     0.0412   1.566E+01   1.4000   0.3328   1.508E-17   3.22746100E+00   6.82913210E+00
    1495       26317.1     0.0415   1.627E+01   1.4000   0.3915   1.791E-17   3.22471028E+00   6.80965826E+00
    1500       26397.3     0.0405   2.720E+00   0.2418   0.0610   2.085E-17   3.22233448E+00   6.80833823E+00
    1505         26464     0.0518   1.612E+01   1.4000   0.3255   1.831E-17   3.22056893E+00   6.81357140E+00
    1510       26546.3     0.0389   1.746E+01   1.4000   0.3300   1.677E-17   3.21846729E+00   6.81169382E+00
    1515       26632.9     0.0391   1.701E+01   1.4000   0.2993   1.562E-17   3.21626040E+00   6.79687876E+00
    1520       26717.1     0.0500   1.720E+01   1.4000   0.3128   1.712E-17   3.21420370E+00   6.78724756E+00
    1525       26802.6     0.0388   1.657E+01   1.3576   0.4000   1.663E-17   3.21229399E+00   6.78393421E+00
    1530       26885.4     0.0386   1.585E+01   1.4000   0.3409   1.988E-17   3.21061023E+00   6.78132238E+00
    1535       26965.8     0.0388   1.619E+01   1.4000   0.3277   1.975E-17   3.20908368E+00   6.78023539E+00
    1540       27033.8     0.0506   1.708E+01   1.4000   0.3504   1.787E-17   3.20782794E+00   6.78060875E+00
    1545       27120.7     0.0398   1.609E+01   1.2224   0.4000   1.623E-17   3.20621781E+00   6.78505314E+00
    1550       27201.9     0.0395   1.521E+01   1.2246   0.4000   1.624E-17   3.20468014E+00   6.78417978E+00
    1555       27281.6     0.0396   1.477E+01   1.2792   0.4000   1.822E-17   3.20311890E+00   6.76697031E+00
    1560       27345.9     0.0513   1.531E+01   1.3324   0.4000   1.614E-17   3.20183426E+00   6.74765220E+00
    1565       27422.2     0.0395   1.638E+01   1.4000   0.3841   1.970E-17   3.20027999E+00   6.73039230E+00
    1570       27501.9     0.0402   1.700E+01   1.4000   0.3984   1.534E-17   3.19859630E+00   6.71516142E+00
    1575       27584.1     0.0400   1.594E+01   1.2270   0.3796   1.608E-17   3.19677616E+00   6.69806318E+00
    1580       27666.5     0.0522   1.855E+01   1.4000   0.3936   1.549E-17   3.19487940E+00   6.69259406E+00
    1585       27753.4     0.0396   1.755E+01   1.3657   0.4000   1.657E-17   3.19283930E+00   6.69934974E+00
    1590       27840.5     0.0390   1.661E+01   1.3576   0.4000   2.176E-17   3.19081409E+00   6.70699254E+00
    1595       27917.2     0.0505   1.694E+01   1.4000   0.3439   1.827E-17   3.18910736E+00   6.71404838E+00
    1600       28001.9     0.0388   1.701E+01   1.4000   0.3213   2.005E-17   3.18732462E+00   6.71358518E+00
    1605       28088.6     0.0384   1.816E+01   1.4000   0.3675   1.712E-17   3.18563690E+00   6.70083360E+00
    1610       28173.9     0.0387   1.533E+01   1.3020   0.4000   1.528E-17   3.18416576E+00   6.68552260E+00
    1615         28245     0.0509   1.221E+01   1.0596   0.4000   2.064E-17   3.18308272E+00   6.67269421E+00
    1620       28317.3     0.0391   1.574E+01   1.4000   0.3944   1.416E-17   3.18204232E+00   6.66519853E+00
    1625       28398.3     0.0394   1.708E+01   1.4000   0.3802   1.783E-17   3.18085726E+00   6.66824595E+00
    1630       28479.3     0.0403   1.502E+01   1.2878   0.4000   1.455E-17   3.17961708E+00   6.67535958E+00
    1635       28545.6     0.0538   1.575E+01   1.3376   0.4000   1.532E-17   3.17857586E+00   6.67589814E+00
    1640         28616     0.0399   1.444E+01   1.1867   0.4000   1.580E-17   3.17745145E+00   6.67292824E+00
    1645       28682.6     0.0417   1.373E+01   1.0752   0.4000   2.295E-17   3.17636084E+00   6.67137793E+00
    1650       28750.3     0.0400   1.462E+01   1.1421   0.4000   1.606E-17   3.17524091E+00   6.67254377E+00
    1655       28813.9     0.1172   1.530E+01   1.1917   0.4000   1.639E-17   3.17419833E+00   6.67336369E+00
    1660       28894.4     0.0395   1.569E+01   1.2264   0.4000   1.933E-17   3.17289462E+00   6.67597834E+00
    1665       28980.2     0.0394   1.786E+01   1.4000   0.3986   2.020E-17   3.17146583E+00   6.68362890E+00
    1670         29067     0.0394   1.646E+01   1.3199   0.4000   1.754E-17   3.16991215E+00   6.68143078E+00
    1675         29147     0.0514   1.562E+01   1.2334   0.4000   2.679E-17   3.16837650E+00   6.66590178E+00
    1680       29225.9     0.0398   1.523E+01   1.2653   0.4000   2.099E-17   3.16681527E+00   6.65265852E+00
    1685       29300.9     0.0409   1.476E+01   1.2339   0.4000   1.945E-17   3.16534987E+00   6.64314163E+00
    1690       29370.5     0.0407   1.307E+01   1.1033   0.4000   1.947E-17   3.16403749E+00   6.63305586E+00
    1695       29426.4     0.0531   1.344E+01   1.1486   0.4000   1.862E-17   3.16302576E+00   6.62146786E+00
    1700       29497.7     0.0405   1.368E+01   1.0943   0.4000   1.626E-17   3.16178821E+00   6.60252116E+00
    1705       29575.9     0.0410   1.509E+01   1.2447   0.4000   2.048E-17   3.16050676E+00   6.58085268E+00
    1710       29654.6     0.0393   1.491E+01   1.1470   0.4000   1.541E-17   3.15929204E+00   6.56669227E+00
    1715       29716.8     0.0510   1.733E+01   1.4000   0.3960   1.790E-17   3.15836656E+00   6.56319795E+00
    1720       29800.4     0.0396   1.699E+01   1.4000   0.3791   2.231E-17   3.15713854E+00   6.56044903E+00
    1725       29885.5     0.0396   1.710E+01   1.4000   0.3817   1.885E-17   3.15589262E+00   6.56035909E+00
    1730       29969.6     0.0410   1.662E+01   1.4000   0.3898   1.950E-17   3.15465397E+00   6.56760475E+00
    1735       30047.7     0.0546   1.503E+01   1.2304   0.4000   1.757E-17   3.15346239E+00   6.57339676E+00
    1740         30126     0.0405   1.469E+01   1.1870   0.4000   1.993E-17   3.15218531E+00   6.57974155E+00
    1745       30207.6     0.0397   1.561E+01   1.2422   0.4000   1.963E-17   3.15074042E+00   6.59549705E+00
    1750       30288.9     0.0387   1.115E+01   0.9198   0.2357   1.922E-17   3.14920399E+00   6.62116314E+00
    1755       30367.4     0.0506   1.663E+01   1.4000   0.3482   1.619E-17   3.14767858E+00   6.64797484E+00
    1760       30449.6     0.0384   1.629E+01   1.4000   0.3918   2.723E-17   3.14609062E+00   6.66977523E+00
    1765       30528.7     0.0388   1.571E+01   1.3714   0.4000   2.239E-17   3.14458405E+00   6.68300358E+00
    1770         30600     0.0389   1.507E+01   1.4000   0.3573   1.707E-17   3.14322454E+00   6.69528269E+00
    1775       30675.2     0.0521   1.525E+01   1.4000   0.3481   2.366E-17   3.14171451E+00   6.70655498E+00
    1780       30749.5     0.0402   1.389E+01   1.2766   0.4000   2.024E-17   3.14007105E+00   6.70554446E+00
    1785       30817.3     0.0400   1.361E+01   1.2250   0.4000   1.572E-17   3.13847824E+00   6.69384568E+00
    1790       30883.8     0.0400   1.257E+01   1.2043   0.4000   1.937E-17   3.13694866E+00   6.67949790E+00
    1795       30939.1     0.0557   1.312E+01   1.1911   0.4000   1.648E-17   3.13578589E+00   6.66952691E+00
    1800       31010.1     0.0460   1.373E+01   1.1141   0.4000   1.752E-17   3.13449320E+00   6.66677289E+00
    1805       31082.4     0.0470   1.642E+01   1.4000   0.3986   1.902E-17   3.13339354E+00   6.67889561E+00
    1810         31163     0.0428   1.504E+01   1.3135   0.4000   2.393E-17   3.13227265E+00   6.68936950E+00
    1815       31225.2     0.0513   1.291E+01   1.1317   0.4000   2.032E-17   3.13135312E+00   6.67983084E+00
    1820         31295     0.0395   1.302E+01   1.1999   0.4000   1.983E-17   3.13023219E+00   6.66289934E+00
    1825       31364.8     0.0393   1.414E+01   1.4000   0.3703   1.867E-17   3.12905051E+00   6.65451296E+00
    1830       31435.9     0.0399   1.479E+01   1.4000   0.3992   1.651E-17   3.12781543E+00   6.64584839E+00
    1835         31500     0.0410   1.390E+01   1.2205   0.4000   1.892E-17   3.12670555E+00   6.62672463E+00
    1840       31568.3     0.0532   1.357E+01   1.1890   0.4000   2.016E-17   3.12554953E+00   6.60520102E+00
    1845       31637.6     0.0411   1.471E+01   1.2853   0.4000   2.076E-17   3.12435507E+00   6.59404493E+00
    1850       31715.7     0.0402   1.627E+01   1.3279   0.4000   2.002E-17   3.12285151E+00   6.58201022E+00
    1855         31795     0.0405   5.021E+00   0.4036   0.1253   1.942E-17   3.12111501E+00   6.55807275E+00
    1860       31864.8     0.0532   1.778E+01   1.3738   0.4000   1.757E-17   3.11948705E+00   6.54360626E+00
    1865       31952.7     0.0399   1.631E+01   1.2055   0.4000   1.916E-17   3.11741830E+00   6.54327796E+00
    1870       32038.5     0.0399   1.524E+01   1.1640   0.4000   1.568E-17   3.11543523E+00   6.53133633E+00
    1875       32116.5     0.0520   1.541E+01   1.2051   0.4000   1.782E-17   3.11366996E+00   6.51159967E+00
    1880       32189.5     0.0403   1.423E+01   1.1741   0.4000   2.369E-17   3.11206310E+00   6.50638483E+00
    1885       32260.2     0.0402   1.314E+01   1.0870   0.4000   1.578E-17   3.11054797E+00   6.51437018E+00
    1890         32334     0.0407   1.734E+01   1.3011   0.4000   1.686E-17   3.10898270E+00   6.52497148E+00
    1895       32416.1     0.1324   1.766E+01   1.3445   0.4000   1.888E-17   3.10727143E+00   6.54115653E+00
    1900       32498.7     0.0410   1.435E+01   1.1132   0.4000   2.133E-17   3.10563813E+00   6.56430300E+00
    1905       32574.7     0.0409   1.497E+01   1.2920   0.4000   1.921E-17   3.10424335E+00   6.58589592E+00
    1910         32645     0.0407   1.327E+01   1.2448   0.4000   2.086E-17   3.10303003E+00   6.60545306E+00
    1915       32714.6     0.0536   1.297E+01   1.1521   0.4000   1.871E-17   3.10186237E+00   6.62125935E+00
    1920       32780.6     0.0410   1.320E+01   1.2550   0.4000   1.825E-17   3.10073660E+00   6.62839521E+00
    1925       32847.5     0.0410   1.226E+01   1.0314   0.4000   1.891E-17   3.09954455E+00   6.62816658E+00
    1930       32914.7     0.0413   1.242E+01   1.0509   0.4000   1.806E-17   3.09831244E+00   6.62956117E+00
    1935       32983.7     0.0409   1.406E+01   1.2436   0.4000   1.925E-17   3.09703624E+00   6.63863054E+00
    1940       33044.4     0.0537   1.587E+01   1.4000   0.3851   2.031E-17   3.09590119E+00   6.64831830E+00
    1945       33124.3     0.0404   1.602E+01   1.4000   0.3802   2.184E-17   3.09435290E+00   6.65547292E+00
    1950       33199.9     0.0398   1.490E+01   1.3474   0.4000   2.216E-17   3.09281140E+00   6.65627723E+00
    1955       33275.3     0.0397   1.506E+01   1.4000   0.3249   2.099E-17   3.09122695E+00   6.65535156E+00
    1960       33344.9     0.0515   1.480E+01   1.4000   0.3661   1.769E-17   3.08975924E+00   6.65609823E+00
    1965       33417.6     0.0401   1.426E+01   1.4000   0.3792   2.286E-17   3.08821136E+00   6.65997443E+00
    1970       33483.2     0.0416   1.247E+01   1.2574   0.4000   2.190E-17   3.08676074E+00   6.66931714E+00
    1975       33540.8     0.0425   1.242E+01   1.3277   0.4000   2.502E-17   3.08541134E+00   6.67385081E+00
    1980       33597.3     0.0429   2.703E+00   0.3208   0.1035   2.236E-17   3.08404321E+00   6.66391532E+00
    1985       33644.4     0.0568   1.065E+01   1.4000   0.3729   1.882E-17   3.08288263E+00   6.64280090E+00
    1990       33699.7     0.0426   1.100E+01   1.4000   0.3373   1.865E-17   3.08152924E+00   6.61352562E+00
    1995       33759.5     0.0415   1.252E+01   1.3288   0.4000   1.870E-17   3.08010776E+00   6.58996820E+00
    2000         33817     0.0416   1.202E+01   1.3679   0.4000   1.873E-17   3.07880523E+00   6.58454281E+00
    2005       33877.2     0.0419   1.220E+01   1.4000   0.3851   2.424E-17   3.07752687E+00   6.58750465E+00
    2010       33938.8     0.0548   1.299E+01   1.4000   0.3783   2.311E-17   3.07626919E+00   6.57579570E+00
    2015       34007.9     0.0413   1.446E+01   1.3552   0.4000   1.611E-17   3.07488900E+00   6.53081019E+00
    2020       34081.3     0.0408   1.597E+01   1.4000   0.3843   2.222E-17   3.07351925E+00   6.48275508E+00
    2025       34160.1     0.0409   1.521E+01   1.4000   0.3777   1.727E-17   3.07219226E+00   6.46652157E+00
    2030       34230.3     0.0547   1.480E+01   1.4000   0.3405   1.779E-17   3.07114713E+00   6.46485730E+00
    2035       34304.9     0.0412   1.578E+01   1.4000   0.3654   1.919E-17   3.07023873E+00   6.45253368E+00
    2040       34387.4     0.0410   1.670E+01   1.4000   0.3560   1.829E-17   3.06951917E+00   6.43646835E+00
    2045       34466.7     0.0410   1.510E+01   1.4000   0.3815   1.923E-17   3.06908009E+00   6.43849988E+00
    2050       34526.5     0.0530   1.300E+01   1.3628   0.4000   1.772E-17   3.06886691E+00   6.44613543E+00
    2055         34592     0.0405   1.265E+01   1.4000   0.3587   2.456E-17   3.06868441E+00   6.44836148E+00
    2060       34654.8     0.0414   1.287E+01   1.4000   0.3855   1.863E-17   3.06848219E+00   6.44026186E+00
    2065       34720.9     0.0419   1.450E+01   1.4000   0.3658   2.086E-17   3.06813045E+00   6.43429281E+00
    2070         34796     0.0423   4.016E+00   0.3512   0.1012   1.776E-17   3.06749755E+00   6.44469770E+00
    2075       34860.8     0.0561   1.385E+01   1.2046   0.4000   1.844E-17   3.06679949E+00   6.45879394E+00
    2080       34933.7     0.0422   1.487E+01   1.3631   0.4000   1.849E-17   3.06589300E+00   6.46667747E+00
    2085       35010.3     0.0416   1.532E+01   1.4000   0.3823   1.970E-17   3.06483665E+00   6.47047697E+00
    2090       35087.6     0.0419   1.240E+01   1.0808   0.3095   1.757E-17   3.06370454E+00   6.47642836E+00
    2095       35162.9     0.0547   1.641E+01   1.4000   0.3842   1.807E-17   3.06259448E+00   6.47775880E+00
    2100       35244.3     0.0410   1.635E+01   1.4000   0.3392   2.529E-17   3.06147990E+00   6.48410230E+00
    2105       35322.3     0.0405   1.373E+01   1.2137   0.4000   2.152E-17   3.06054236E+00   6.51744760E+00
    2110       35395.3     0.0413   4.742E+00   0.4498   0.1425   2.062E-17   3.05977325E+00   6.56748985E+00
    2115       35455.5     0.0552   1.342E+01   1.4000   0.3670   1.912E-17   3.05917208E+00   6.60795894E+00
    2120       35521.9     0.0426   1.152E+01   1.2118   0.4000   2.296E-17   3.05845630E+00   6.64512601E+00
    2125       35580.2     0.0430   1.213E+01   1.4000   0.3791   1.978E-17   3.05772115E+00   6.66915750E+00
    2130       35637.6     0.0431   1.167E+01   1.4000   0.3815   2.309E-17   3.05688477E+00   6.67127595E+00
    2135       35693.7     0.0429   6.331E+00   0.7614   0.2278   2.872E-17   3.05598558E+00   6.64306978E+00
    2140       35745.4     0.0560   1.120E+01   1.2993   0.4000   2.264E-17   3.05516180E+00   6.59940687E+00
    2145       35803.8     0.0419   1.300E+01   1.4000   0.3662   2.042E-17   3.05437935E+00   6.55827501E+00
    2150       35867.7     0.0419   1.175E+01   1.2073   0.4000   1.866E-17   3.05390520E+00   6.54421762E+00
    2155       35923.8     0.0422   1.066E+01   1.0446   0.4000   1.852E-17   3.05392179E+00   6.54874446E+00
    2160       35978.5     0.0446   1.131E+01   1.1347   0.4000   1.829E-17   3.05431866E+00   6.55170422E+00
    2165       36037.8     0.1225   1.408E+01   1.4000   0.3796   1.885E-17   3.05505441E+00   6.54270289E+00
    2170       36107.1     0.0422   1.378E+01   1.4000   0.3442   1.966E-17   3.05608892E+00   6.52656080E+00
    2175       36179.2     0.0408   1.606E+01   1.4000   0.3761   1.669E-17   3.05706221E+00   6.50650092E+00
    2180       36264.4     0.0406   1.702E+01   1.4000   0.3588   2.229E-17   3.05781568E+00   6.46110971E+00
    2185       36336.1     0.0547   1.855E+01   1.4000   0.3484   2.084E-17   3.05816180E+00   6.42082726E+00
    2190       36426.9     0.0432   1.756E+01   1.4000   0.3101   1.723E-17   3.05843993E+00   6.39363085E+00
    2195       36513.7     0.0425   1.559E+01   1.4000   0.3058   1.626E-17   3.05864617E+00   6.39434030E+00
    2200       36588.3     0.0422   1.174E+01   1.1799   0.2329   1.851E-17   3.05871992E+00   6.40293723E+00
    2205       36655.1     0.0552   1.366E+01   1.4000   0.2879   2.114E-17   3.05865174E+00   6.40822396E+00
    2210       36722.3     0.0420   1.354E+01   1.3953   0.4000   1.749E-17   3.05844943E+00   6.40808874E+00
    2215       36791.9     0.0417   1.578E+01   1.4000   0.3660   2.329E-17   3.05807411E+00   6.40516274E+00
    2220       36873.1     0.0410   1.638E+01   1.4000   0.3543   2.157E-17   3.05738789E+00   6.40733716E+00
    2225       36947.1     0.0532   1.522E+01   1.4000   0.3882   1.787E-17   3.05653078E+00   6.41530577E+00
    2230       37022.8     0.0414   1.543E+01   1.4000   0.3595   1.857E-17   3.05547862E+00   6.42134938E+00
    2235       37099.3     0.0414   1.591E+01   1.4000   0.3812   2.067E-17   3.05427588E+00   6.42020225E+00
    2240       37177.2     0.0415   1.688E+01   1.3857   0.4000   2.123E-17   3.05292810E+00   6.41202091E+00
    2245       37249.5     0.0536   1.756E+01   1.3979   0.4000   1.596E-17   3.05158566E+00   6.39767366E+00
    2250       37335.6     0.0401   1.750E+01   1.4000   0.3595   1.862E-17   3.04990532E+00   6.37865188E+00
    2255       37421.5     0.0391   1.701E+01   1.4000   0.3124   2.242E-17   3.04822683E+00   6.36887822E+00
    2260         37500     0.0390   1.743E+01   1.4000   0.2994   1.717E-17   3.04675519E+00   6.35928212E+00
    2265       37587.1     0.0508   1.795E+01   1.4000   0.3470   1.832E-17   3.04523575E+00   6.32910420E+00
    2270       37677.1     0.0394   1.778E+01   1.4000   0.3789   1.751E-17   3.04380574E+00   6.29353126E+00
    2275       37768.2     0.0394   1.804E+01   1.4000   0.3328   1.792E-17   3.04247946E+00   6.27389829E+00
    2280       37852.3     0.0518   1.727E+01   1.4000   0.3220   1.950E-17   3.04132077E+00   6.27028166E+00
    2285       37932.7     0.0405   1.576E+01   1.4000   0.2935   1.671E-17   3.04021796E+00   6.27522426E+00
    2290       38008.2     0.0419   1.411E+01   1.3547   0.4000   1.911E-17   3.03912459E+00   6.29412623E+00
    2295       38077.4     0.0424   1.271E+01   1.4000   0.3892   1.765E-17   3.03803763E+00   6.32339905E+00
    2300       38137.5     0.0556   1.239E+01   1.4000   0.3544   1.748E-17   3.03705886E+00   6.34660373E+00
    2305       38198.4     0.0421   1.185E+01   1.4000   0.3396   2.065E-17   3.03606615E+00   6.36145828E+00
    2310       38258.2     0.0414   1.197E+01   1.3690   0.4000   2.073E-17   3.03506685E+00   6.36689649E+00
    2315       38318.1     0.0414   1.221E+01   1.3431   0.4000   1.903E-17   3.03400921E+00   6.36688544E+00
    2320       38377.1     0.0421   1.206E+01   1.3168   0.4000   1.620E-17   3.03293865E+00   6.36120807E+00
    2325       38438.4     0.0565   1.317E+01   1.4000   0.3917   1.774E-17   3.03184715E+00   6.34778424E+00
    2330       38504.9     0.0429   1.336E+01   1.4000   0.3907   1.547E-17   3.03066632E+00   6.32320762E+00
    2335       38576.1     0.0425   1.401E+01   1.4000   0.3580   1.797E-17   3.02936742E+00   6.29664808E+00
    2340       38645.7     0.0419   1.388E+01   1.4000   0.3822   1.655E-17   3.02812256E+00   6.27091866E+00
    2345       38714.7     0.0542   1.451E+01   1.2599   0.4000   1.959E-17   3.02703024E+00   6.23701768E+00
    2350       38795.2     0.0407   1.669E+01   1.4000   0.3334   1.561E-17   3.02607035E+00   6.21291083E+00
    2355       38879.5     0.0398   1.700E+01   1.4000   0.3228   2.046E-17   3.02544186E+00   6.21201885E+00
    2360       38965.2     0.0405   1.766E+01   1.4000   0.3104   1.863E-17   3.02506614E+00   6.21203134E+00
    2365       39053.1     0.0531   1.775E+01   1.4000   0.3096   2.174E-17   3.02480355E+00   6.20148277E+00
    2370       39141.9     0.0402   1.579E+01   1.4000   0.3115   1.422E-17   3.02456855E+00   6.19298639E+00
    2375         39218     0.0398   1.387E+01   1.4000   0.2960   2.176E-17   3.02434714E+00   6.20368663E+00
    2380       39286.3     0.0398   1.297E+01   1.4000   0.2749   2.012E-17   3.02408677E+00   6.22068196E+00
    2385       39339.4     0.0519   1.288E+01   1.4000   0.2664   2.139E-17   3.02383133E+00   6.23043338E+00
    2390       39403.9     0.0405   1.302E+01   1.4000   0.2807   1.752E-17   3.02346203E+00   6.24044132E+00
    2395         39471     0.0414   1.335E+01   1.4000   0.3494   2.350E-17   3.02298851E+00   6.25696333E+00
    2400       39535.3     0.0418   1.298E+01   1.4000   0.3998   1.764E-17   3.02238828E+00   6.27965596E+00
    2405         39600     0.0965   1.196E+01   1.1769   0.4000   1.825E-17   3.02162402E+00   6.30215830E+00
    2410       39667.2     0.0563   1.497E+01   1.3676   0.4000   1.747E-17   3.02071782E+00   6.32084815E+00
    2415       39739.1     0.0421   1.392E+01   1.4000   0.3866   1.908E-17   3.01976019E+00   6.33533824E+00
    2420       39810.8     0.0415   1.550E+01   1.4000   0.3509   1.893E-17   3.01895690E+00   6.34173088E+00
    2425       39887.1     0.0411   1.288E+01   1.1863   0.2976   1.977E-17   3.01833336E+00   6.34210472E+00
    2430       39959.9     0.0541   1.515E+01   1.4000   0.3403   2.324E-17   3.01797258E+00   6.34365057E+00
    2435         40032     0.0411   1.312E+01   1.4000   0.2865   2.217E-17   3.01781857E+00   6.36729688E+00
    2440       40092.9     0.0415   1.178E+01   1.4000   0.3333   2.378E-17   3.01779261E+00   6.41503881E+00
    2445       40147.9     0.0414   1.039E+01   1.4000   0.3178   2.238E-17   3.01782714E+00   6.45972839E+00
    2450       40199.2     0.0420   7.577E-01   0.1029   0.0224   2.154E-17   3.01791620E+00   6.48064355E+00
    2455       40241.1     0.0553   1.016E+01   1.4000   0.3146   1.710E-17   3.01801165E+00   6.48005519E+00
    2460       40290.7     0.0424   9.780E+00   1.4000   0.3232   2.149E-17   3.01809651E+00   6.46632188E+00
    2465       40341.7     0.0423   1.099E+01   1.4000   0.3574   2.036E-17   3.01810885E+00   6.44890795E+00
    2470       40398.1     0.0427   1.188E+01   1.4000   0.3641   1.987E-17   3.01803654E+00   6.43416319E+00
    2475       40459.6     0.0423   1.222E+01   1.2835   0.4000   1.735E-17   3.01788109E+00   6.42598190E+00
    2480       40512.8     0.0547   1.243E+01   1.4000   0.3482   1.751E-17   3.01767343E+00   6.42563318E+00
    2485       40574.7     0.0413   1.252E+01   1.4000   0.3414   2.265E-17   3.01727824E+00   6.42835008E+00
    2490       40638.4     0.0410   1.306E+01   1.4000   0.3496   1.991E-17   3.01665182E+00   6.42816941E+00
    2495       40706.6     0.0410   1.410E+01   1.4000   0.3919   2.116E-17   3.01580786E+00   6.41513572E+00
